Last Name,Second Names,Nickname,First Name,Title,Image,Image source,Image License,Relationship,Include,Birth,Death,Biography,Priory Guests,Date of First Meeting,Context of First Meeting,Frequency of Contact,McCormack,Rignall,Additional Notes ,# of letters, Appendix ,Sources of Text,
Browning,,,Robert,,,,,,,,,,Semi-regular,,,,"57, 62",42,,,"I, 366; and WR,376; GE rev. Men and Women, 11, 218"", 305; ""Bishop Blougram,"" 305; 471, gives GE photo of wife, IV, 94; writes GE on Romola, 96; 102, 167-8, and F. Chapman, 143, V, 470; IV, 197-8, 199, GE sees EBB's relics, 205; 284, tells GE of Biarritz, 333; 361, GE on his poetry, 395-6; Times sees influence on GE, 453; V, 5, 13, and Julia Wedgwood, 41; 133,144, Balaustion's Adventure, 176""; 263, VI, 12, 18, 29, 128,  155, 233, 256, on H. Martineau, 353; 427,  436,  437, VII, 13, 19, GE drives with, 22; 35, writes GE on GHL's death, 86; 102, GHL's art. on (1847), App. II Ring and the Book, length, IV, 396-7; JB on, 497; GE on, 501"", V, 13-4; VI, 38,146",,
Browning,Barrett,,Elizabeth ,,,,,,,,,,,,,,,41-2,,,,,
Browning?/Lytton,George Bulwer,,Edward ,,,,,,,,,,,,,,,41-42,,,,,
Bullock,Henry,,William,,,,,,,,,,,,,,,,,,"I, lxii;  French  relief  work  at    Sedan,   V,  134,  312;  143,  291,  assumes  name  of Hall,  301;  GE  visits  at  Six  Mile    Bot' tom, 310,  VI,  83, 413, VU, !HS;  V,313,317-8,  363,  and  Octavia  Hill,  371;  436, 446,  lends    GE    his    Weybridge    house, VI, 232; 235, 291, writes obituary of  GE in  Daily  News, VI,  292;  355, 360, 387, VII, 20, needs governess, 24; 73, 99, 162, 'at   GE's  wedding,  270;  274,  280,  285, 299, 305, 320, 322, lectures, 332",,
Bulwer-Lytton,Robert,,Edward,,,,,,,,,Novelist and playwriter,,,,,,43,,,"11, 203; 458, IV, 112, 422, on errata in Spanish Gypsy, V, 32. VI. 22; entertains GE and GHL for a week at Vienna, V, 88--90, Fables in Song, 90, 94, VI, 20, 23-; V, 107, 170-1, on format of Middlemarch, 211; 257, asks GE to Knebworth, 473; and the Academy, 473--4; VI, 28, 57, visits GE and GHL, 83; Viceroy of India, 212; GE dines with before he goes, 223--4, 227; coolness with JB caused by For-ster, 225-6; red tape in India Office, 255; 256, sends GHL anecdotes. 366, 391,   394, 410, 429. VII, 22. 33; and Shere Ali, 67; and J. Forster, 69; cre-ated Earl of Lytton, 264 ",,
Burton,,,Edward,,,,,,,,,,,,,,30,45,,,,,
Burton,,,Andrew,,,,,,,,,,,,,,30,45,,,,,
Bury,,,John,,,,,,,,,Surgeon ,,,,,,,,,"I, 1xli, 256, 257, 271, 284",,
Busk,,,John,Dr,,,,,,,,,,,,,,,,,"VII, 21, 38",,
Busk,,,Rachel,Mrs,,,,,,,,,Semi-regular,,,,,,,,,,
Call,,,Rachel,,,,,,,,,,,,,,,,,,,,
Call,Brabant,,Rufa,,,,,,,,,,Semi-regular,,,,,,,,"[Rufal Brabant, Mrs. C. C. Hennell), I, lvii-lviii, 139, GE meets, 150; 153-4, 160, GE at her wedding to C. C. Hen-nell, 163; 165-6, and Das Leben Jesu, 171; 173-82, 191,   194, 199, 219,   225, 236, 240, 284, 299, 334, 345, 347, 357, 364,  372, and Dr. Travis, 371; 375 conducts ""progressive"" school, 11, 3; 8, 10, 21, 51, 60, 88, 90, 106, 160, reads proof of ""Mme de Sable,"" 187; 188, 198-9, 224,   263, marries W. M. W. CaU, 382; kind to GE, 389, 423,  437, 440, 443, 471-2, 475,  482, Ill, 23, 46, 120, 123, 359, rift with Cara and Sara, 456, IV, 198, Dr. Brabant's death, 268, 363, 424, 477 V, 44, 114, 131, 136, comes to Shotter-mill, 162,   163, 170, GE engages her servants, 184; 197,259,266-7, 327, may go to Algiers, 419; VI, 92, 191-2, re-lieved by Frank's marriage, 320; 354, 419, VII, 22, 61, 254, 258, 300 ",,
Carlyle,Welsh,,Jane,,,,,,,1801,1866,,,,,,,,,,,,
Castletown,Wilson,,John,Baron,,,,,,,,,Semi-regular,,,,41,,,,"1st Baron, V, 143,247,260,316, 317 ",,
Castletown,,,Augusta,Lady,,,,,,,,,Semi-regular,,,,,,,,"asks to meet GE, V, 143, 263; at Hom-burg, 312, 425; gives GE sketch of her early life, 316; 317, 414, VI, 43, 51, 128, 209 ",,
Champneys,,,Basil,,,,,,,,,,Semi-regular,,,,,,,,"VI, 14, 142",,
Clark,,,Andrew,,,,,,,,,,,,,,,55-6,,,"V, 467; 469, prescribes less pud-ding and tea, 472; 475, VI, 13,   16, 23, GHL calls him St. Andrew, 50; 127, 139, 142, 233, 243,  254, 344,  346,  355, 356, at Braemar, VII, 68; 102, 104, Ill, 182, 222, 188, 189, 224, 326, 350",,
Clifford,,,Lucy,,,,,,,,,GE/GHL finished up 1868 social year with December dinners with him and others,Semi-regular,,,,60,,,,"VI, 102, VII, 12, 123 ",,
Clough,Jemima,,Anne,,,,,,,,,Popular mathematician; UCL; Married Lucy Lane (Clifford) in 1875,Semi-regular,,,,67-68,,,,"V, 333, 405, VII, 319 ",,
Clough,Hugh,,Arthur,,,,,,,,,,,,,,56,,,,"Congreves visit, Ill, 330; dies, 466-7; ""Qua Cursum"" IV, 17-; Poems, V. 6-",,
Collins,,,Wilkie,,,,,,,,,English novelist and journalist,,,,,58,,,,"dines with GE, Ill, 178; The Woman in White, 203, VI, 345; at GE's Saturday parties, Ill, 468; GHL on No Name, IV, 32-",,
Colvile,William,,James,Sir,,,,,,,,Education reformer; Newnham advocate,,,,,73,,,,"V, 143, VI, 29, VII, 349 ",,
Colvile,,,Frances,Lady,,,,,,,,Sister to Jane Strachey,Semi-regular,,,,73,,,,"V, 143, 333, VI, 14, GE dines with, VI, 29; 128, 142, VII, 22, 264, 349",,
Colvin,,,Sidney,,,,,,,,,,,,,,66-7,,,,"V, 45, rev. Middle-march (Fortnightly), 359; 385, asked to spare GE's feelings, VI, 312; 380",,
Comte,,,Auguste,,,,,,,,,,,,,,,60-61,,,"I, xliv-xlvi, GE sends Sara autograph of, 11, 496; ""a great thinker,"", Ill, 439; sees his house, IV, 176; Harrison ignorant of GE's interest in, 286; Mrs. Congreve gives GE me-dallion of, 482; GHL collects fund for, VI, 83; GHL lost his friendship by criticism of Politique, IV, 333; J. S. Mill on, 196; Renan on, 328; C. advises Spencer to marry, 271; Spencer and GHL correspond on, 142; J. F. Stephen on, Ill, 438; IV, 116, C's birthday, 174; V, 26, 263, VII, 260, 425 Cours de philosophie positive, I, xliv-xlv, Ill, 438-, H. Martineau's abridg. tr., I, 360-1, 11, 17, 126; GHL's arts. on in Leader, 54; become Comte's Philosophy of the Sciences, 123, App. 11 (1853), rivalry with H. Martineau, 123, GE quotes, 127; attacked by Huxley in WR, 132-3; GE defends GHL's view, 150; GE reads on Middle Ages, Ill, 438; Spencer ignorant of original, Il, 140; influences Allbutt, IV, 471 Catechisme positive, GE impressed by, I, Ixii; Congreve's tr. rev. in WR (Call), Il, 456; anticipates Sara's ideas, Ill,320 Systeme de politique positive, GHL reads, Ill, 101, GE reads Discours pre. liminaire, IV, Ill""; 119"",331""; thanks Congreve for Synthese, 227; takes it to Spain; GHL impressed by, 324, 331; GHL on the Politique, 333; GE to help pub. 430; VI, 126, reads Discours aloud to Cross, VII, 326""; 335,  341, reads his Lettres a M. Valat, V, 119"". See also Positivism, ",,
Cornish,,,,Mr.,,,,,,,,Eton master,,,,,,,,,"VI, 7 ",,
Cornish,,,,Mrs,,,,,,,,Novelist; Collector of William Thackeray's letters,,,,,28,,,,"later Warre-, VI, 7",,
Craig,,,Isa,,,,,,,,,,Semi-regular,,,,28,,,,"Ill, 15, 153, Bessie Parkes brings to call, IV, 114; 171-2, marries John Knox, 236 ",,
Craik,,,George,,,,,,,,,,,,,,,,,,"V, 353, marries (1) Dinah Mu10ck, IV, 129, (2) Anna R. Holme, VII, vii ",,
Crompton,,,Lucy,,,,,,,,,Wife of dedicated Positivist ,,,,,,,,,"IV, 364, VI, 43, 131-2, 388, VII, 16 Cromwell, Oliver, I, 117",,
Crompton,,,Henry,,,,,,,,,Dedicated Positivist; Brother for Emily Crompton  ,Semi-regular,,,,67,,,,"Ill, 293; IV, 192, 361, 364, V, 7, 13,  19, 40, VI, 28, 43, VI, 388",,
Crompton,,,Margaret,,,,,,,,,,Semi-regular,,,,67,,,,,,
Dallas,,,E.S,,,,,,,,,,,,,,,,,,rev. Life of,,
Darwin,,,Charles,,,,,,,,,,Rare celebrity ,,,,51,"88, 89",,,"The Origin of Species. GE on. Ill. 214'. 227; GHL proposes art. on for Maga, 242. 245; 252. 364. IV. 377. GHL's arts. on in Fortnightly, IV. 424; 1st adequate wel-come of. V. 449; respects GHL's knowl-edge. V. 8; 133. GHL gets photos of for German relief. 157; 158. GE and GHL lunch with at Down. 449; VI. 6. notes GHL sends to Elma. 306. 322; 364. GE likes for humility. 381 ",,
Daubigny,,,Charles,,,,,,,,,,Rare celebrity ,,,,,,,,lunches at Priory. V. 134-5,,
Davies,,,Emily,,,,,,,,,,,,,,,"94, 95",,," IV,  !199; 401, 425, GE discusses  education    of    women,    467-8; V, 58, describes  call  on  GE, VI, 285-7 Davies,    Mr.    and    Mrs.    John    Llewellyn, VI, 27, 28",,
de Ferriere,,,Marquis,,,,,,,,,French Ambassador,,,,,,,,,,,
Dickinson,,,Emily,,,,,,,,,,,,,,,96,,,,,
Dowden,,,Edward,,,,,,,,,,,,,,,98,,,"V, '299-300; 'plans 'critical 'study of, VI, 255; 266, 295, 332, 333, '336 -7,345",,
Druce,,,Albert,Mr.,,,,,,,,,,,,,,,,,"I, lxiii, GHL visits, V, 285-6; 310, 469, writes GHL on Prob-lems, VI, 39, 165, 314, GE asks him to give her away, VII, 266; GE's trustee, 268; at GE's wedding, 270; 279. 283, 311, 317",,
Du Marier,,,Emma,Mrs. George,,,,,,,,,Semi-regular,,,,,,,,"V. 238, 258. dines at Witley. 60-1,63-4 ",,
Du Marier,,,George,,,,,,,,,& wife; male singer,Semi-regular,,,,,,,,"V. 238. GHL's peti-tion for, 258. 260; 261, '273, 278. 333. VI. 14, 51. 142. 259. 364, VII, 12, ' 14. loses sight of one eye. 61; dines at Wit-ley. 60; sings and tells stories, 64; on GHL's death, 84; 235.",,
Duff,Montsuart Grant,,Elphinstone ,,,,,,,,,,,,,,74,,,,"c. Bronte (Maga), 11, 323; Ill, 50, receives",,
Emerson,Waldo,,Ralph ,,,,,,,,,,,,,,,103,,,"I, xliv, 122, 162, 237-, 238, Sara meets, 256; lectures in London, 264; 267,268, GE meets, 270-1; 274, F. Bremer's portrait of, 367; Carly1e and, 372; Man the Reformer, 111,337-; Society and Solitude, V, 93-, 96, GHL meets, 402; 423, English Traits, VI, 183; ""Days,"" 327 ",,
Evans,Attenborough,,Jane,,,,,Extended Family,,,,Mrs. Robert Evans,,,,,,,,,,,
Evans,Spence Brown,,Mary,,,,,,,,,,,,,,,,,,,,
Evans,Holt,,Charles,,,,,,,,,,,,,,,,,,"I, xvii",,
Evans,,,Dorothy,,,,,,,,,GE's grandnniece,,,,,,,,,"I, xvii",,
Evans,,Chrissey,Christiana,,,,,,,,,,,,,,,"109, 110",Mrs. Edward Clarke,,"I, lxv-lxxvii, 3, 1st child born, 4; 7, 13, 43,
46, 47, 51, 60, 67, wants Maria Lewis
to visit her, 7l; Mary born, 79; 94, difficult
domestic life, 95, 117; GE visits,
96; lOO, 127, poorly, 129; 140-2, Leonard
dies, 249; 298, Clara dies, 301; 304,
307,314,327,328,330, 333,336, kindest
to GE, 336; GE spends Christmas with,
337; husband dies, 11, 73, 74; GEcannot
help, 75; to live at Attleborough,
75; 81, GE visits, 84; 88, orphanage offered
for children, 90; her letters agitate
GE, 90; 92, 96, GE suggests taking
to Australia, 97; 98, 117, 124, GE visits,
134; 135, Mrs. Bray sends her Herald,
150; 157, GE's love for, 182; 184, 204,
223, GE finds her well, 224; 262, has
typhus, 314; 317, GE gives her '15 for
change of air, 317-8; 320, 329, 332, 333,
336, GE writes her about GHL, 342;
gaining a little strength, 346; 354, 355,
stops writing GE at Isaac's insistence,
398; has consumption; regrets not writing
GE, Ill, 23; dying, 24; writes GE,
26; GE will go, 27; 30, dies, 38; 135,
146, 147, 174",,
Evans,,,Samuel,,,,,,,,,GE's cousin,,,,,,113,,,"I, 1xvi, 14, 15, 19, 83, has a son Joseph, ll3 ",,
Faucit,,,Helen,,,,,,,,,,Semi-regular,,,,62,115,,,"(Lady Martin), GE meets, 11,98; 111,42, GHL suggests that GE write play for, IV, 132; GE goes to Glasgow to see her act, 139, 144; GE on her Rosalind, 181; GHL's rev. (Pall Mall Gazette) disgusts Martins, 186; at Priory, 192; 360; 364, 383, V, 13, 45, 333, GE praises her Lady Teazle, VI, 25; in King Rene's Daughter, VI, 194 ",,
Field,,,Kate,,,,,,,,,,Semi-regular,,,,,,,,"V, 272-3; shows GE tele-phone, VII, IG; 21",,
Fiske,,,John,,,,,,,,,,,1873,,3x,12,,,,"GHL meets, V, 453; describes GE at Priory, 463-5, Myths and Myth-Makers, 464*; GE on, VI, 118-19",,
Fitzjames,,,James,,,,,,,,,Brother of Leslie Stephens,,,,,23,,,,,,
Forman,Buxton,,Henry,,,,,,,,,,Semi-regular,,,,61,,,,"friend of CLL, IV, 115, 266; at Congreve lecture, 360; the ""Agatha"" forgeries, V, 37, 155",,
Foster,,,Michael,Sir,,,,,,,,,Semi-regular,,,,,,,,"GHL vivits at Shelford, VI, 181; 191, vivisection, 221; 380, advises on GHL Studentship, VII, 114, 176, 194, 212, 215; GE sees, 117; 128, 152, reads proof of Problems, Vol. IV, 154; 156, 166, 179, 186, 191, 202",,
Gluck,Willibald,,Christoph,,,,,,,,,,,,,,,145,,," V,   85,   87, Armide, 84; Or_pheus  and  Euridice at    Berlin,   II,   19h IV,  14!1,  song  from  in  ""Gilfil,"" VI,  184; II,  191 ",,
Goethe,,,Ottilie von,,,,,,,,,,,,,,,,,,,,
Goethe,Wolfgang,,Johann,,,,,,,,,,,,,,,"145, 146, 148, 149",,," I, 43, 355, II,  25, 49, 58, 115, 128, 192-3, 204, 231, III, 76, on  Dumas, IV, 48; relics of, 129- 30;   on   Spinoza,   207,   V,   182-3;   at lmenau,  IV,  376;   415,  V,  49,  122-3,[Rauch] statue of, VI, 48; GHL  gave Elma Stuart autograph of, 78-9; VII, 84, GE ranked with, III, 351;  GHL's arts. on, ""Gothe"" (British and  ForeignRev., Mar. 1843), ""Goethe as a  Man ofScience"" (WR, Oct. 1852),  App. 11;Thackeray on, II, 202; Stowe on,  V, 30works, Faust, II, 117, 318_, II,  173_, IV,  278_,  V, 185,  373_, VI, 193_,  VII, 344_; Hermann  and  Dorothea, I,  318, GE  and  Cross  read  aloud,  VII,    335_, 341; Wahlverwandschaften, Froude  tr., II,  5; Werther, IV,  383; Wilhelm  Meis- ter, II,  186_,  III,  442,  V,  124_,  V, 213_, VI, 89 GHL's The   Life  and   Works   of, (2 vols.,  1855),  I,  xlv,  lxx,  II,  202;  GHL collects  materials,  170-1,  177-8,  180, 184; GE rev. (Leader), II, 221; 226,  280, VII,  198,  App.11;   American   reprint, App.  11;  German  reprint  Ouly 1857), II,  477,  III,  37,  App. 11; German  trans. (Frese),  II,  307,  App. 11; French  tr.,  III, 2742d ed. (1  vol.,  1864),  GHL  begins  re- vision,  IV,  19,  103,  proofs,  109,  112; Smith,  Elder  pub.,  112,    App.   11;   GE reads  proof,  IV,  118;  German  reprint,  2d ed.,  App. 11; German    tr.,  IV,  115,  App. 11; GHL  gives  to  Nina    Lehmann,    IV,  3363d  ed.  (1875),  GHL revises,  VI,  133 - 4, 138; proofs, VI, 153, App. 11King  of  Belgium  on,  VI,  257;  Miss Emerson,  V,  402;  Sara,  rev. (Herald), II, 225; Mrs. Jameson, 231; Jenny Lind, VI, 155;  Main,  V,  175,  218;  Napoleon  Ill's family    admire,    III,    196;    Ranke,    von, IV,  194;  other  comments,  II,    467,   IV, 383, 416, V, 123;  15,000 sold,  V, 218 The   Story   of   Goethe's   Life (1873), abridgement    proposed    by    Smith,   V, 368;  App. 11; German  reprint  (Brock- haus),  V,  377;  German  tr.    377;    spurs sale  of  Life, VI, 138",,
Grant Duff,Monstuart,,Elphinstone,,,,,,,,,,Semi-regular,,,,74,,,,"V, 260,  291, VI, 254 ",,
Greatorex,,,Emily',,,,,,,,,,Semi-regular,,,,,,,,"VI, 364, VII, 6, 12 ",,
Greeley,,,Horace,,,,,,,,,,,,,,,,,,,,
Grosslob,,,Emil,,,,,,,,,Doctor; Supervised the Spa Cottage; Admired by GE,,,,,,,,,,,
Grosvenor,,,Richard,,,,,,,,,,Semi-regular,,,,44,,,,VI. 360. 415,,
Grosvenor,,,Norman,,,,,,,,,,Semi-regular,,,,,,,,"VI, 321, 360.372,415, VII. 12,228",,
Gruppe,,,Otto,,,,,,,,,Knew the Sage of Chelsea,,,,,,,,,"II. 189, 192-3; VII. 29, GE's art ._ ""Future of German Philosophy."" Leader (28 July 1855), App. I ",,
Gully,,,James,,,,,,,,,"Famous spa physician; Regarded as a ""quack"" to GE",,,,,41,,,,"111, 472 ",,
Gurney,,,Kate,,,,,,,,,,Semi-regular,,,,,,,,"VI, 380, 387,396,  worked  before  marriage,  VI, 398;  VII, 21",,
Hamerton,Gilbert,,Philip,,,,,,,,,Artist/Art critic; Visited the Priory in 1866 and again with wife in 1877,Semi-regular,,,,,,,,"VII, 9",,
Hamley,Bruce,,Edward,,,,,,,,,close friend of GE/GHL,,,,,,"152, 153",,,"Ill, 243, 298,  dines  with  GE,  427; 441, The  Operations  of  War, IV,  293, 475, 480_; 294, 392, 431, 436, rev. Span' ish  Gypsy  (Maga), 450;  V, 6, GE  com' mends  his    protest    against    Germans, 134;  230,  380, 431, VII,  108,  130, 192, 228, 236 ",,
Hill,,,Octavia,,,,,,,,,"philanthropist, GE approved of/supported her social work",,,,,,162,,,"I, lxxi, IV, 184, 213, V, 124, 161,  284,  GE  goes  to  tenants'    party, 336;  371,  tries  to  buy  pub,  373; GE contributes  to  annuity  for,  VI, 31;  85, and .Swiss  Cottage  fields, 153; nervous break-down, VII, 6, 38",,
Hodgson,,,William ,,,,,,,,,Economics professor at Edinburgh; Praised GE,,,,,42,,,,"mesmer- izes GE, I,  180,  341, 342,  352,  360, 365, 366,367, II, 101, 180, 187, 189, and WR, 206;  444",,
Holland,Ballantyne,,Henry,,,,,,,,,,Semi-regular,,,,,,,,"reads Adam 4 times, IV, 309; 378, 389, V, 18, 53, 96, 151, 156 - 7, 191,  GE consults, 232,234,  333,  415 ",,
Houghton,,,Annabel,Lady,,,,,,,,,Semi-regular,,,,,,,,"V,  96, 277",,
Howard,,,Rosalind,,,,,,,,,,Semi-regular,,,,,,,,"Countess  of  Carlisle,  V,    45;  lll4, 275-6, 458, VI, 28, 7ll, 154-5,   254- 5,415",,
Howard,,,George,,,,,,,,,,Semi-regular,,,,,,,," later  9th  Earl  of Carlisle, V, 45, lll4, 261,275,458, VI, 29, -254, 255, 415",,
Hughes,,,William ,,,,,,,,,,,,,,4,,,,,,
Huth,,,Augusta,,,,,,,,,,Semi-regular,,,,,,,,,,
Huth,,,Henry,,,,,,,,,"Held regular Sunday gatherings of ""bibliophiles to sample their host's cllection of seventeenth-century volumes""",,,,,60,,,,,,
Jackson,,Patty,Martha,,,,,,,,,Friend of GE from Misses Franklin's School in Coventry,,,,,,183,,,"VI, 14, 367 Jackson,  Martha  (Mrs.  Henry  Barclay),  account  of,  .  I,  xlix-1,  9,    35,    studies Latin,  38;  assigns  subjects    for    letters, 48;  introduces Language of  Flowers, 60; 62,  65,  calls  herself  Ivy,  GE  Clematis, 67; 78, 85, 92-3, 109, 118, 122, 141, 151, 159, 183, !l!l!I, II, 10!1",,
James,,,Henry,,,,,,,,,American novelist,Rare celebrity ,,,,,"183, 184",,,"I,  ix, Deronda and The Portrait of a Lady,VI, 290; meets GHL; calls at Priory, VII, 20; writes Cross on marriage, 286",,
Jameson,,,Anna,,,,,,,,,,,,,,,185,,," I, 36_; 54, 355, II,  84, 105, 225; to Ottilie von Goethe about GE, 2!11; 341, 396",,
Jerrold,,,Douglas,Mr,,,,,,,,Journalist; Hosted a literary club ,,,,,,,,,"I, 346, 373, 11, 23, VII, 31 ",,
Keats,,,John,,,,,,,,,,,,,,,196,,,"  I, 280_; ""Isabella,""  IV, 455_;_ Lamia, VI,   26, 28,   42,  57;  Shelley's  letter   to,  29!1; R.  M. Milnes, Life, 389_; monument, III, 288; GHL's    art.    on,     British Quarterly (Nov. 1848), App. II",,
Kinglake,,,Alexander,,,,,,,,,,Semi-regular,,,,,,,,"on GE, VI, 91; VII, 13, 121; Eothen, 2!):""30; Invasion of the Crimea, IV, 398, 411-12, 443,  456, 460, 480, GE dipped into first 2 vols., 470, 475'; V, 96, Inkerman (Vol. v), 455, VI, 91, 122', 136, VII, 131. Vo!. VI nearly finished, 130",,
Kingsley,,,Charles,,,,,,,,,,,,,,,"197, 198",,,"I,   318, 361; Hypatia, II,   64;   Phaethon,   66_,    86; 195; Westward  Ho!, GE  rev.,   Leader (19   May   1855),  198_;   253, Glaucus, 277;  467, III, 6, 28, 4!1; in  ""Thorough"" 'Club, IV, 66; and J. H. Newman, GE on, 158-9;  V, 148, VI, 55",,
Kovalevsky,,,Vladimir,,,,,,,,,Geologist,Semi-regular,,,,68,,,,"at Priory, V, 59 ",,
Lane,,,Lucy,,,,,,,,,Married to W.K Clifford,,,,,43,,,,,,
Lankester,Ray,,Edwin,Sir,,,,,,,,,Semi-regular,,,,,,,,"V, 88, VII, 21",,
Lehmann,,,Frederic,,,,,,,,,Friend of GE,Semi-regular,25 April 1864,,,,207,,,"sits next to GE at opera, IV, 148, 240, 252-3, 255, 336; GE has photo of, 336; 340, 364, 383, V, 7, 238, 357, VI, 128, 233,  251, 360, 363,436",,
Lehmann,,,Amelia,,,,,,,,,Wife to Rudolph,Semi-regular,,,,,,,,"IV, 336, V, 333, VI, 51, 251, 256,259 ",,
Leigh Smith,,,Nannie,,,,,,,,,,Semi-regular,,,,,,,," II,  267; III, 107-9, 128, 142,   225, 271,  310,  !133,  depressed,  ought  to fall in  love, 365-7;  388-9, 402, 446, IV,  14, 84, ill, IV,101;  going  to  Rome,  109; 131, 143, 146, 198, v. 118, 152, 289, 457, VI,  14,  likes  Frau  Wagner,  374;  VII, 114,  128,  308, 315 ",,
Leighton,,,Fredric,,,,,,,,,Illustrated Romola for Cornhill Magazine,Semi-regular,May 1862,,,,"208, 209",,,"1st Baron Leighton of Stretton, I, xx, illustrates Romola, IV, 35,  37, 39-43, 48, 55-6, 63-4; knows Florence by heart, 49; 50-51; advises GE on Italian, 56; 143, V, 144, VI, 233, 251, 341, GE at musicale, 348; 436, VII, 16, 21; ed. de luxe of Romola, 328",,
Liebreich,,,Richard,,,,,,,,,& wife; male singer,Semi-regular,,,,,,,,"dines with GE, V, 238; 273, devises semi-couch for GE to write on, 451; prescribes glasses for CLL, VI, 220; 356, 360, VII, 21,",,
Lind,,,Jenny,,,,,,,,,Singer,,,,,,242,,," I,  367,  GE  meets,  V,  144;  GHL  and,  VI,  155;    264,    and    Bach Choir, 321",,
Linton,Lynn,,Eliza,,,,,,,,,Mrs. William James,Semi-regular,,,,,"242, 243",,,"lodges at 142 Strand, I, 225; attracted to GE, I, 337; dispute with Chapman over Realities, 337,   344, 346; GE on, 374; visits Brays, 11, 10, 11; recommends rooms to GE, 12; and Lady Monson, 82; lacks friends and work, 83; at Rose-hill, 260; marries William James Lin-ton to educate his 7 children, 339-40; 471, calls at Priory, IV, 319-20; 326, VI, 128 ",,
Liszt,,,Franz,`,,,,,,,,"Offered ""most important social inviation of their stay"" (in Weimar)",,,,,,243,,,"GE meets at Weimar, 11, 169-75; 180, 195, 205, 220, GE con-denses his art. on Meyerbeer; see Leader (28 Oct. 1854); hears his St. Elizabeth, VI, 227; letter from, VI, 293; Cosima Wagner brings letter from, 368",,
Locker(-Lampson),,,Frederick,,,,,,,,,,Semi-regular,,,,41,,,,"V, 96, sends GE his London Lyr-ics, 103; 227-8, V, 260, 273, VI, 122, 135, VII, 12, 14, 234 ",,
Locker(-Lampson),,,Eleanor,,,,,,,,,Daughter of Fredrick ,,,,,,,,,"VII, 14",,
Lushington,,,Godfrey,,,,,,,,,,Semi-regular,,,,61,,,,"V, 135",,
Lushington,,,Vernon,,,,,,,,,,Semi-regular,,,,,,,,"V, 135",,
Lytton,,,Fredric,,,,,,,,,,,,,,,43,,,,,
Lytton,Robert Bulwer,,Edward ,,,,,,,,,,x,,,,,,,,,,
Maine,,,Henry,Sir,,,,,,,,,Semi-regular,,,,74,,,,"V, 237, 260, VI, 7, 138, VII, 176",,
Marks,,,Phoebe,,,,,,,,,,Semi-regular,,,,,,,,"VI, 83, 170-1, 185, 235,  252, 438, VII, 6, 12, called ""Marquis"" by Barbara, 15; 36, 59, 70-1, 128, 194, 215,  248,  265, 308, 315, 322, 332 ",,
Marshall ,,,James,,,,,,,,,Serving as secretary to a Duchess,,,,,,,,,"II, 177, 189",,
Martin,,,Theodore,,,,,,,,,,Semi-regular,,,,41,,,,"11, 95, Ill, 42-3, 128, meets GE, IV, 126-7; 139 GE and GHL see much of at Glasgow, 144; 192, disgusted by GHL's rev. of As You Like It (PMG), IV, 186; 360, 364, 383, Aytoun, 391', 394, V, 13, 45, 333, VI, 25, 137, 194 ",,
Maurice,,,F.D.,,,,,,,,,Writer,,1864,,,,254,,,,,
Mazzini,,,Guiseppe,,,,,,,,,Contributor to Westminster Review,,,,,,254,,,"II, 5, 72; II, 15, 18, 90, GE declines to contribute to fund, IV, 199-299; dies, V, 258",,
Mendelssohn-Bartholdy,,,Felix,,,,,,,,,,,,,,,255,,,"I,   232-4_,   347, II, 67_, III, 404, IV, 141, V, 12, GE dines with, 107; reads his Letters, 107",,
Meredith,,,George,,,,,,,,,"Aspiring writer, acquaintance of GHL",,,,,,256,,,"II, 224_, 226, App 1; writes Belles Lettres sec. of WR, 421; IV, 361",,
Millais,,,John Everett,,,,,,,,,Negative description of experience at Priory; Only once on Lewes's guest list in diary,,,,,,274,,,"11, 29-30, on Romola, IV, 75, 147, VI, 355, VII, 21, 258",,
Milnes,Monkton,,Richard',(Lord Houghton),,,,,,,,"Friend of GE/GHL,",,,,,66,274,,,"11, 38; 259, on Romola, IV, 102; 129, calls on GE, 185; 192, GHL breakfasts with, 194; at Congreve lecture, 360; GE and GHL dine with, V, 96; 277, 414, VI, 234, GHL presented to King Leopold by, 257; 363, VII, 13, 19, 23",,
Mohl,,Clarkey,Mary,,,,,,,,,"English expatriate; Conducted afternoons on the ""Rue du Bac""",,,,,,,,,"GE meets, 11, 39; IV, 193, 324, GE dines with, 328; 329,  334, 351-2, wants to tr. GE's next work, 367; 378, calls on GE, V, 45; 152, VI, 363",,
Morrison,,,Mabel,,,,,,,,,,Semi-regular,,,,22,,,,"VI, 43, 162",,
Morrison,,,Alfred,,,,,,,,,& wife,Semi-regular,,,,,,,,"VI, 153, 162",,
Mother of Cecilia Wingfield,,,,,,,,,,,,Became regular visitor with Cecilia at the Priory,,,,,,,,,,,
Neuberg,,,,,,,,,,,,,,,,,,,,,"I, 371,  374, at 142 Strand, 11, 68-9; 92, 101, with Carlyle in Weimar, 177; 237, IV, 195, dies, 362 ",,
Newman,Henry,,John,,,,,,,,,,,,,,,295,,,"  I,  xlvii, 282,  343, Present  Position of  Catholics, 372_: Apologia  pro  Vita  Sua, IV,  158- 60_;  V, 44,  100,  VI, 97",,
Nightingale,,,Florence,,,,,,,,,,,,,,,298,,,"tracts, 58; 60, 305, at Priory",,
Noel,,,Roden,Mr,,,,,,,,,Semi-regular,,,,67,,,,,,
